actions known	actions performed	environment knowledeg	levels cleared	score
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
8	2000	1	0	250.0
